C60 Categories,Category frequencies,Matrix,Warning from IQ-TREE
22,0.01,Moroz2014_3d,The mixture model might be overfitting because some mixture weights are estimated close to zero
23,0.01,Moroz2014_3d,The mixture model might be overfitting because some mixture weights are estimated close to zero
24,0.016,Moroz2014_3d,The mixture model might be overfitting because some mixture weights are estimated close to zero
25,0.021,Moroz2014_3d,The mixture model might be overfitting because some mixture weights are estimated close to zero
26,0.027,Moroz2014_3d,The mixture model might be overfitting because some mixture weights are estimated close to zero
27,0.008,Moroz2014_3d,The mixture model might be overfitting because some mixture weights are estimated close to zero
28,0.025,Moroz2014_3d,The mixture model might be overfitting because some mixture weights are estimated close to zero
29,0.025,Moroz2014_3d,The mixture model might be overfitting because some mixture weights are estimated close to zero
30,0.019,Moroz2014_3d,The mixture model might be overfitting because some mixture weights are estimated close to zero
31,0.016,Moroz2014_3d,The mixture model might be overfitting because some mixture weights are estimated close to zero
32,0.015,Moroz2014_3d,The mixture model might be overfitting because some mixture weights are estimated close to zero
33,0.019,Moroz2014_3d,The mixture model might be overfitting because some mixture weights are estimated close to zero
34,0.01,Moroz2014_3d,The mixture model might be overfitting because some mixture weights are estimated close to zero
35,0.047,Moroz2014_3d,The mixture model might be overfitting because some mixture weights are estimated close to zero
36,0.047,Moroz2014_3d,The mixture model might be overfitting because some mixture weights are estimated close to zero
37,0.03,Moroz2014_3d,The mixture model might be overfitting because some mixture weights are estimated close to zero
38,0.033,Moroz2014_3d,The mixture model might be overfitting because some mixture weights are estimated close to zero
39,0.018,Moroz2014_3d,The mixture model might be overfitting because some mixture weights are estimated close to zero
40,0.014,Moroz2014_3d,The mixture model might be overfitting because some mixture weights are estimated close to zero
41,0.029,Moroz2014_3d,The mixture model might be overfitting because some mixture weights are estimated close to zero
42,0.007,Moroz2014_3d,The mixture model might be overfitting because some mixture weights are estimated close to zero
43,0.006,Moroz2014_3d,The mixture model might be overfitting because some mixture weights are estimated close to zero
44,0.047,Moroz2014_3d,The mixture model might be overfitting because some mixture weights are estimated close to zero
45,0.003,Moroz2014_3d,The mixture model might be overfitting because some mixture weights are estimated close to zero
46,0.005,Moroz2014_3d,The mixture model might be overfitting because some mixture weights are estimated close to zero
47,0.012,Moroz2014_3d,The mixture model might be overfitting because some mixture weights are estimated close to zero
48,0.006,Moroz2014_3d,The mixture model might be overfitting because some mixture weights are estimated close to zero
49,0.017,Moroz2014_3d,The mixture model might be overfitting because some mixture weights are estimated close to zero
50,0.001,Moroz2014_3d,The mixture model might be overfitting because some mixture weights are estimated close to zero
51,0.029,Moroz2014_3d,The mixture model might be overfitting because some mixture weights are estimated close to zero
52,0.014,Moroz2014_3d,The mixture model might be overfitting because some mixture weights are estimated close to zero
53,0.009,Moroz2014_3d,The mixture model might be overfitting because some mixture weights are estimated close to zero
54,0.019,Moroz2014_3d,The mixture model might be overfitting because some mixture weights are estimated close to zero
55,0.017,Moroz2014_3d,The mixture model might be overfitting because some mixture weights are estimated close to zero
56,0.026,Moroz2014_3d,The mixture model might be overfitting because some mixture weights are estimated close to zero
57,0.002,Moroz2014_3d,The mixture model might be overfitting because some mixture weights are estimated close to zero
58,0.008,Moroz2014_3d,The mixture model might be overfitting because some mixture weights are estimated close to zero
59,0.008,Moroz2014_3d,The mixture model might be overfitting because some mixture weights are estimated close to zero
60,0.017,Moroz2014_3d,The mixture model might be overfitting because some mixture weights are estimated close to zero
1,0,Nosenko2013_nonribo_9187,The mixture model might be overfitting because some mixture weights are estimated close to zero
2,0.019,Nosenko2013_nonribo_9187,The mixture model might be overfitting because some mixture weights are estimated close to zero
3,0.034,Nosenko2013_nonribo_9187,The mixture model might be overfitting because some mixture weights are estimated close to zero
4,0.024,Nosenko2013_nonribo_9187,The mixture model might be overfitting because some mixture weights are estimated close to zero
5,0.007,Nosenko2013_nonribo_9187,The mixture model might be overfitting because some mixture weights are estimated close to zero
6,0.009,Nosenko2013_nonribo_9187,The mixture model might be overfitting because some mixture weights are estimated close to zero
7,0.002,Nosenko2013_nonribo_9187,The mixture model might be overfitting because some mixture weights are estimated close to zero
8,0.013,Nosenko2013_nonribo_9187,The mixture model might be overfitting because some mixture weights are estimated close to zero
9,0.016,Nosenko2013_nonribo_9187,The mixture model might be overfitting because some mixture weights are estimated close to zero
10,0.001,Nosenko2013_nonribo_9187,The mixture model might be overfitting because some mixture weights are estimated close to zero
11,0.004,Nosenko2013_nonribo_9187,The mixture model might be overfitting because some mixture weights are estimated close to zero
12,0.047,Nosenko2013_nonribo_9187,The mixture model might be overfitting because some mixture weights are estimated close to zero
13,0.01,Nosenko2013_nonribo_9187,The mixture model might be overfitting because some mixture weights are estimated close to zero
14,0.01,Nosenko2013_nonribo_9187,The mixture model might be overfitting because some mixture weights are estimated close to zero
15,0.019,Nosenko2013_nonribo_9187,The mixture model might be overfitting because some mixture weights are estimated close to zero
16,0,Nosenko2013_nonribo_9187,The mixture model might be overfitting because some mixture weights are estimated close to zero
17,0.007,Nosenko2013_nonribo_9187,The mixture model might be overfitting because some mixture weights are estimated close to zero
18,0.004,Nosenko2013_nonribo_9187,The mixture model might be overfitting because some mixture weights are estimated close to zero
19,0.032,Nosenko2013_nonribo_9187,The mixture model might be overfitting because some mixture weights are estimated close to zero
20,0.027,Nosenko2013_nonribo_9187,The mixture model might be overfitting because some mixture weights are estimated close to zero
21,0.019,Nosenko2013_nonribo_9187,The mixture model might be overfitting because some mixture weights are estimated close to zero
22,0.01,Nosenko2013_nonribo_9187,The mixture model might be overfitting because some mixture weights are estimated close to zero
23,0.018,Nosenko2013_nonribo_9187,The mixture model might be overfitting because some mixture weights are estimated close to zero
24,0.013,Nosenko2013_nonribo_9187,The mixture model might be overfitting because some mixture weights are estimated close to zero
25,0.008,Nosenko2013_nonribo_9187,The mixture model might be overfitting because some mixture weights are estimated close to zero
26,0.04,Nosenko2013_nonribo_9187,The mixture model might be overfitting because some mixture weights are estimated close to zero
27,0.004,Nosenko2013_nonribo_9187,The mixture model might be overfitting because some mixture weights are estimated close to zero
28,0.038,Nosenko2013_nonribo_9187,The mixture model might be overfitting because some mixture weights are estimated close to zero
29,0.008,Nosenko2013_nonribo_9187,The mixture model might be overfitting because some mixture weights are estimated close to zero
30,0.009,Nosenko2013_nonribo_9187,The mixture model might be overfitting because some mixture weights are estimated close to zero
31,0.008,Nosenko2013_nonribo_9187,The mixture model might be overfitting because some mixture weights are estimated close to zero
32,0.015,Nosenko2013_nonribo_9187,The mixture model might be overfitting because some mixture weights are estimated close to zero
33,0.013,Nosenko2013_nonribo_9187,The mixture model might be overfitting because some mixture weights are estimated close to zero
34,0.006,Nosenko2013_nonribo_9187,The mixture model might be overfitting because some mixture weights are estimated close to zero
35,0.068,Nosenko2013_nonribo_9187,The mixture model might be overfitting because some mixture weights are estimated close to zero
36,0.035,Nosenko2013_nonribo_9187,The mixture model might be overfitting because some mixture weights are estimated close to zero
37,0.047,Nosenko2013_nonribo_9187,The mixture model might be overfitting because some mixture weights are estimated close to zero
38,0.039,Nosenko2013_nonribo_9187,The mixture model might be overfitting because some mixture weights are estimated close to zero
39,0.009,Nosenko2013_nonribo_9187,The mixture model might be overfitting because some mixture weights are estimated close to zero
40,0.01,Nosenko2013_nonribo_9187,The mixture model might be overfitting because some mixture weights are estimated close to zero
41,0.029,Nosenko2013_nonribo_9187,The mixture model might be overfitting because some mixture weights are estimated close to zero
42,0.017,Nosenko2013_nonribo_9187,The mixture model might be overfitting because some mixture weights are estimated close to zero
43,0.006,Nosenko2013_nonribo_9187,The mixture model might be overfitting because some mixture weights are estimated close to zero
44,0.033,Nosenko2013_nonribo_9187,The mixture model might be overfitting because some mixture weights are estimated close to zero
45,0.006,Nosenko2013_nonribo_9187,The mixture model might be overfitting because some mixture weights are estimated close to zero
46,0.007,Nosenko2013_nonribo_9187,The mixture model might be overfitting because some mixture weights are estimated close to zero
47,0.022,Nosenko2013_nonribo_9187,The mixture model might be overfitting because some mixture weights are estimated close to zero
48,0.016,Nosenko2013_nonribo_9187,The mixture model might be overfitting because some mixture weights are estimated close to zero
49,0.016,Nosenko2013_nonribo_9187,The mixture model might be overfitting because some mixture weights are estimated close to zero
50,0.004,Nosenko2013_nonribo_9187,The mixture model might be overfitting because some mixture weights are estimated close to zero
51,0.03,Nosenko2013_nonribo_9187,The mixture model might be overfitting because some mixture weights are estimated close to zero
52,0.005,Nosenko2013_nonribo_9187,The mixture model might be overfitting because some mixture weights are estimated close to zero
53,0.011,Nosenko2013_nonribo_9187,The mixture model might be overfitting because some mixture weights are estimated close to zero
54,0.018,Nosenko2013_nonribo_9187,The mixture model might be overfitting because some mixture weights are estimated close to zero
55,0.007,Nosenko2013_nonribo_9187,The mixture model might be overfitting because some mixture weights are estimated close to zero
56,0.023,Nosenko2013_nonribo_9187,The mixture model might be overfitting because some mixture weights are estimated close to zero
57,0,Nosenko2013_nonribo_9187,The mixture model might be overfitting because some mixture weights are estimated close to zero
58,0.009,Nosenko2013_nonribo_9187,The mixture model might be overfitting because some mixture weights are estimated close to zero
59,0.01,Nosenko2013_nonribo_9187,The mixture model might be overfitting because some mixture weights are estimated close to zero
60,0.024,Nosenko2013_nonribo_9187,The mixture model might be overfitting because some mixture weights are estimated close to zero
1,0,Nosenko2013_ribo_14615,The mixture model might be overfitting because some mixture weights are estimated close to zero
2,0.021,Nosenko2013_ribo_14615,The mixture model might be overfitting because some mixture weights are estimated close to zero
3,0.041,Nosenko2013_ribo_14615,The mixture model might be overfitting because some mixture weights are estimated close to zero
4,0.021,Nosenko2013_ribo_14615,The mixture model might be overfitting because some mixture weights are estimated close to zero
5,0.008,Nosenko2013_ribo_14615,The mixture model might be overfitting because some mixture weights are estimated close to zero
6,0.01,Nosenko2013_ribo_14615,The mixture model might be overfitting because some mixture weights are estimated close to zero
7,0.002,Nosenko2013_ribo_14615,The mixture model might be overfitting because some mixture weights are estimated close to zero
8,0.005,Nosenko2013_ribo_14615,The mixture model might be overfitting because some mixture weights are estimated close to zero
9,0.012,Nosenko2013_ribo_14615,The mixture model might be overfitting because some mixture weights are estimated close to zero
10,0.001,Nosenko2013_ribo_14615,The mixture model might be overfitting because some mixture weights are estimated close to zero
11,0.003,Nosenko2013_ribo_14615,The mixture model might be overfitting because some mixture weights are estimated close to zero
12,0.051,Nosenko2013_ribo_14615,The mixture model might be overfitting because some mixture weights are estimated close to zero
13,0.013,Nosenko2013_ribo_14615,The mixture model might be overfitting because some mixture weights are estimated close to zero
14,0.016,Nosenko2013_ribo_14615,The mixture model might be overfitting because some mixture weights are estimated close to zero
15,0.014,Nosenko2013_ribo_14615,The mixture model might be overfitting because some mixture weights are estimated close to zero
16,0,Nosenko2013_ribo_14615,The mixture model might be overfitting because some mixture weights are estimated close to zero
17,0.002,Nosenko2013_ribo_14615,The mixture model might be overfitting because some mixture weights are estimated close to zero
18,0.009,Nosenko2013_ribo_14615,The mixture model might be overfitting because some mixture weights are estimated close to zero
19,0.018,Nosenko2013_ribo_14615,The mixture model might be overfitting because some mixture weights are estimated close to zero
20,0.012,Nosenko2013_ribo_14615,The mixture model might be overfitting because some mixture weights are estimated close to zero
21,0.008,Nosenko2013_ribo_14615,The mixture model might be overfitting because some mixture weights are estimated close to zero
22,0.004,Nosenko2013_ribo_14615,The mixture model might be overfitting because some mixture weights are estimated close to zero
23,0.02,Nosenko2013_ribo_14615,The mixture model might be overfitting because some mixture weights are estimated close to zero
24,0.014,Nosenko2013_ribo_14615,The mixture model might be overfitting because some mixture weights are estimated close to zero
25,0.007,Nosenko2013_ribo_14615,The mixture model might be overfitting because some mixture weights are estimated close to zero
26,0.025,Nosenko2013_ribo_14615,The mixture model might be overfitting because some mixture weights are estimated close to zero
27,0.008,Nosenko2013_ribo_14615,The mixture model might be overfitting because some mixture weights are estimated close to zero
28,0.026,Nosenko2013_ribo_14615,The mixture model might be overfitting because some mixture weights are estimated close to zero
29,0.019,Nosenko2013_ribo_14615,The mixture model might be overfitting because some mixture weights are estimated close to zero
30,0.012,Nosenko2013_ribo_14615,The mixture model might be overfitting because some mixture weights are estimated close to zero
31,0.014,Nosenko2013_ribo_14615,The mixture model might be overfitting because some mixture weights are estimated close to zero
32,0.024,Nosenko2013_ribo_14615,The mixture model might be overfitting because some mixture weights are estimated close to zero
33,0.009,Nosenko2013_ribo_14615,The mixture model might be overfitting because some mixture weights are estimated close to zero
34,0.008,Nosenko2013_ribo_14615,The mixture model might be overfitting because some mixture weights are estimated close to zero
35,0.079,Nosenko2013_ribo_14615,The mixture model might be overfitting because some mixture weights are estimated close to zero
36,0.04,Nosenko2013_ribo_14615,The mixture model might be overfitting because some mixture weights are estimated close to zero
37,0.042,Nosenko2013_ribo_14615,The mixture model might be overfitting because some mixture weights are estimated close to zero
38,0.032,Nosenko2013_ribo_14615,The mixture model might be overfitting because some mixture weights are estimated close to zero
39,0.009,Nosenko2013_ribo_14615,The mixture model might be overfitting because some mixture weights are estimated close to zero
40,0.011,Nosenko2013_ribo_14615,The mixture model might be overfitting because some mixture weights are estimated close to zero
41,0.03,Nosenko2013_ribo_14615,The mixture model might be overfitting because some mixture weights are estimated close to zero
42,0.011,Nosenko2013_ribo_14615,The mixture model might be overfitting because some mixture weights are estimated close to zero
43,0.004,Nosenko2013_ribo_14615,The mixture model might be overfitting because some mixture weights are estimated close to zero
44,0.112,Nosenko2013_ribo_14615,The mixture model might be overfitting because some mixture weights are estimated close to zero
45,0.005,Nosenko2013_ribo_14615,The mixture model might be overfitting because some mixture weights are estimated close to zero
46,0.007,Nosenko2013_ribo_14615,The mixture model might be overfitting because some mixture weights are estimated close to zero
47,0.011,Nosenko2013_ribo_14615,The mixture model might be overfitting because some mixture weights are estimated close to zero
48,0.01,Nosenko2013_ribo_14615,The mixture model might be overfitting because some mixture weights are estimated close to zero
49,0.01,Nosenko2013_ribo_14615,The mixture model might be overfitting because some mixture weights are estimated close to zero
50,0.003,Nosenko2013_ribo_14615,The mixture model might be overfitting because some mixture weights are estimated close to zero
51,0.031,Nosenko2013_ribo_14615,The mixture model might be overfitting because some mixture weights are estimated close to zero
52,0.006,Nosenko2013_ribo_14615,The mixture model might be overfitting because some mixture weights are estimated close to zero
53,0.015,Nosenko2013_ribo_14615,The mixture model might be overfitting because some mixture weights are estimated close to zero
54,0.018,Nosenko2013_ribo_14615,The mixture model might be overfitting because some mixture weights are estimated close to zero
55,0.008,Nosenko2013_ribo_14615,The mixture model might be overfitting because some mixture weights are estimated close to zero
56,0.016,Nosenko2013_ribo_14615,The mixture model might be overfitting because some mixture weights are estimated close to zero
57,0.002,Nosenko2013_ribo_14615,The mixture model might be overfitting because some mixture weights are estimated close to zero
58,0.004,Nosenko2013_ribo_14615,The mixture model might be overfitting because some mixture weights are estimated close to zero
59,0.007,Nosenko2013_ribo_14615,The mixture model might be overfitting because some mixture weights are estimated close to zero
60,0.022,Nosenko2013_ribo_14615,The mixture model might be overfitting because some mixture weights are estimated close to zero
1,0,Philippe2009,The mixture model might be overfitting because some mixture weights are estimated close to zero
2,0.016,Philippe2009,The mixture model might be overfitting because some mixture weights are estimated close to zero
3,0.04,Philippe2009,The mixture model might be overfitting because some mixture weights are estimated close to zero
4,0.028,Philippe2009,The mixture model might be overfitting because some mixture weights are estimated close to zero
5,0.009,Philippe2009,The mixture model might be overfitting because some mixture weights are estimated close to zero
6,0.005,Philippe2009,The mixture model might be overfitting because some mixture weights are estimated close to zero
7,0.001,Philippe2009,The mixture model might be overfitting because some mixture weights are estimated close to zero
8,0.007,Philippe2009,The mixture model might be overfitting because some mixture weights are estimated close to zero
9,0.014,Philippe2009,The mixture model might be overfitting because some mixture weights are estimated close to zero
10,0,Philippe2009,The mixture model might be overfitting because some mixture weights are estimated close to zero
11,0.002,Philippe2009,The mixture model might be overfitting because some mixture weights are estimated close to zero
12,0.063,Philippe2009,The mixture model might be overfitting because some mixture weights are estimated close to zero
13,0.011,Philippe2009,The mixture model might be overfitting because some mixture weights are estimated close to zero
14,0.016,Philippe2009,The mixture model might be overfitting because some mixture weights are estimated close to zero
15,0.016,Philippe2009,The mixture model might be overfitting because some mixture weights are estimated close to zero
16,0.001,Philippe2009,The mixture model might be overfitting because some mixture weights are estimated close to zero
17,0.004,Philippe2009,The mixture model might be overfitting because some mixture weights are estimated close to zero
18,0.004,Philippe2009,The mixture model might be overfitting because some mixture weights are estimated close to zero
19,0.02,Philippe2009,The mixture model might be overfitting because some mixture weights are estimated close to zero
20,0.014,Philippe2009,The mixture model might be overfitting because some mixture weights are estimated close to zero
21,0.014,Philippe2009,The mixture model might be overfitting because some mixture weights are estimated close to zero
22,0.003,Philippe2009,The mixture model might be overfitting because some mixture weights are estimated close to zero
23,0.014,Philippe2009,The mixture model might be overfitting because some mixture weights are estimated close to zero
24,0.01,Philippe2009,The mixture model might be overfitting because some mixture weights are estimated close to zero
25,0.005,Philippe2009,The mixture model might be overfitting because some mixture weights are estimated close to zero
26,0.032,Philippe2009,The mixture model might be overfitting because some mixture weights are estimated close to zero
27,0.003,Philippe2009,The mixture model might be overfitting because some mixture weights are estimated close to zero
28,0.023,Philippe2009,The mixture model might be overfitting because some mixture weights are estimated close to zero
29,0.008,Philippe2009,The mixture model might be overfitting because some mixture weights are estimated close to zero
30,0.006,Philippe2009,The mixture model might be overfitting because some mixture weights are estimated close to zero
31,0.011,Philippe2009,The mixture model might be overfitting because some mixture weights are estimated close to zero
32,0.024,Philippe2009,The mixture model might be overfitting because some mixture weights are estimated close to zero
33,0.01,Philippe2009,The mixture model might be overfitting because some mixture weights are estimated close to zero
34,0.004,Philippe2009,The mixture model might be overfitting because some mixture weights are estimated close to zero
35,0.087,Philippe2009,The mixture model might be overfitting because some mixture weights are estimated close to zero
36,0.039,Philippe2009,The mixture model might be overfitting because some mixture weights are estimated close to zero
37,0.055,Philippe2009,The mixture model might be overfitting because some mixture weights are estimated close to zero
38,0.041,Philippe2009,The mixture model might be overfitting because some mixture weights are estimated close to zero
39,0.006,Philippe2009,The mixture model might be overfitting because some mixture weights are estimated close to zero
40,0.011,Philippe2009,The mixture model might be overfitting because some mixture weights are estimated close to zero
41,0.031,Philippe2009,The mixture model might be overfitting because some mixture weights are estimated close to zero
42,0.011,Philippe2009,The mixture model might be overfitting because some mixture weights are estimated close to zero
43,0.004,Philippe2009,The mixture model might be overfitting because some mixture weights are estimated close to zero
44,0.09,Philippe2009,The mixture model might be overfitting because some mixture weights are estimated close to zero
45,0.003,Philippe2009,The mixture model might be overfitting because some mixture weights are estimated close to zero
46,0.005,Philippe2009,The mixture model might be overfitting because some mixture weights are estimated close to zero
47,0.013,Philippe2009,The mixture model might be overfitting because some mixture weights are estimated close to zero
48,0.009,Philippe2009,The mixture model might be overfitting because some mixture weights are estimated close to zero
49,0.014,Philippe2009,The mixture model might be overfitting because some mixture weights are estimated close to zero
50,0.002,Philippe2009,The mixture model might be overfitting because some mixture weights are estimated close to zero
51,0.033,Philippe2009,The mixture model might be overfitting because some mixture weights are estimated close to zero
52,0.003,Philippe2009,The mixture model might be overfitting because some mixture weights are estimated close to zero
53,0.013,Philippe2009,The mixture model might be overfitting because some mixture weights are estimated close to zero
54,0.016,Philippe2009,The mixture model might be overfitting because some mixture weights are estimated close to zero
55,0.005,Philippe2009,The mixture model might be overfitting because some mixture weights are estimated close to zero
56,0.02,Philippe2009,The mixture model might be overfitting because some mixture weights are estimated close to zero
57,0.002,Philippe2009,The mixture model might be overfitting because some mixture weights are estimated close to zero
58,0.002,Philippe2009,The mixture model might be overfitting because some mixture weights are estimated close to zero
59,0.008,Philippe2009,The mixture model might be overfitting because some mixture weights are estimated close to zero
60,0.034,Philippe2009,The mixture model might be overfitting because some mixture weights are estimated close to zero
1,0.003,Ryan2013_est,The mixture model might be overfitting because some mixture weights are estimated close to zero
2,0.027,Ryan2013_est,The mixture model might be overfitting because some mixture weights are estimated close to zero
3,0.032,Ryan2013_est,The mixture model might be overfitting because some mixture weights are estimated close to zero
4,0.021,Ryan2013_est,The mixture model might be overfitting because some mixture weights are estimated close to zero
5,0.012,Ryan2013_est,The mixture model might be overfitting because some mixture weights are estimated close to zero
6,0.019,Ryan2013_est,The mixture model might be overfitting because some mixture weights are estimated close to zero
7,0.009,Ryan2013_est,The mixture model might be overfitting because some mixture weights are estimated close to zero
8,0.011,Ryan2013_est,The mixture model might be overfitting because some mixture weights are estimated close to zero
9,0.01,Ryan2013_est,The mixture model might be overfitting because some mixture weights are estimated close to zero
10,0.002,Ryan2013_est,The mixture model might be overfitting because some mixture weights are estimated close to zero
11,0.011,Ryan2013_est,The mixture model might be overfitting because some mixture weights are estimated close to zero
12,0.039,Ryan2013_est,The mixture model might be overfitting because some mixture weights are estimated close to zero
13,0.009,Ryan2013_est,The mixture model might be overfitting because some mixture weights are estimated close to zero
14,0.013,Ryan2013_est,The mixture model might be overfitting because some mixture weights are estimated close to zero
15,0.013,Ryan2013_est,The mixture model might be overfitting because some mixture weights are estimated close to zero
16,0.001,Ryan2013_est,The mixture model might be overfitting because some mixture weights are estimated close to zero
17,0.009,Ryan2013_est,The mixture model might be overfitting because some mixture weights are estimated close to zero
18,0.009,Ryan2013_est,The mixture model might be overfitting because some mixture weights are estimated close to zero
19,0.035,Ryan2013_est,The mixture model might be overfitting because some mixture weights are estimated close to zero
20,0.025,Ryan2013_est,The mixture model might be overfitting because some mixture weights are estimated close to zero
21,0.017,Ryan2013_est,The mixture model might be overfitting because some mixture weights are estimated close to zero
22,0.007,Ryan2013_est,The mixture model might be overfitting because some mixture weights are estimated close to zero
23,0.013,Ryan2013_est,The mixture model might be overfitting because some mixture weights are estimated close to zero
24,0.017,Ryan2013_est,The mixture model might be overfitting because some mixture weights are estimated close to zero
25,0.021,Ryan2013_est,The mixture model might be overfitting because some mixture weights are estimated close to zero
26,0.023,Ryan2013_est,The mixture model might be overfitting because some mixture weights are estimated close to zero
27,0.008,Ryan2013_est,The mixture model might be overfitting because some mixture weights are estimated close to zero
28,0.034,Ryan2013_est,The mixture model might be overfitting because some mixture weights are estimated close to zero
29,0.022,Ryan2013_est,The mixture model might be overfitting because some mixture weights are estimated close to zero
30,0.022,Ryan2013_est,The mixture model might be overfitting because some mixture weights are estimated close to zero
31,0.018,Ryan2013_est,The mixture model might be overfitting because some mixture weights are estimated close to zero
32,0.018,Ryan2013_est,The mixture model might be overfitting because some mixture weights are estimated close to zero
33,0.012,Ryan2013_est,The mixture model might be overfitting because some mixture weights are estimated close to zero
34,0.007,Ryan2013_est,The mixture model might be overfitting because some mixture weights are estimated close to zero
35,0.047,Ryan2013_est,The mixture model might be overfitting because some mixture weights are estimated close to zero
36,0.038,Ryan2013_est,The mixture model might be overfitting because some mixture weights are estimated close to zero
37,0.026,Ryan2013_est,The mixture model might be overfitting because some mixture weights are estimated close to zero
38,0.023,Ryan2013_est,The mixture model might be overfitting because some mixture weights are estimated close to zero
39,0.019,Ryan2013_est,The mixture model might be overfitting because some mixture weights are estimated close to zero
40,0.008,Ryan2013_est,The mixture model might be overfitting because some mixture weights are estimated close to zero
41,0.026,Ryan2013_est,The mixture model might be overfitting because some mixture weights are estimated close to zero
42,0.009,Ryan2013_est,The mixture model might be overfitting because some mixture weights are estimated close to zero
43,0.007,Ryan2013_est,The mixture model might be overfitting because some mixture weights are estimated close to zero
44,0.042,Ryan2013_est,The mixture model might be overfitting because some mixture weights are estimated close to zero
45,0.007,Ryan2013_est,The mixture model might be overfitting because some mixture weights are estimated close to zero
46,0.008,Ryan2013_est,The mixture model might be overfitting because some mixture weights are estimated close to zero
47,0.018,Ryan2013_est,The mixture model might be overfitting because some mixture weights are estimated close to zero
48,0.009,Ryan2013_est,The mixture model might be overfitting because some mixture weights are estimated close to zero
49,0.015,Ryan2013_est,The mixture model might be overfitting because some mixture weights are estimated close to zero
50,0.003,Ryan2013_est,The mixture model might be overfitting because some mixture weights are estimated close to zero
51,0.021,Ryan2013_est,The mixture model might be overfitting because some mixture weights are estimated close to zero
52,0.013,Ryan2013_est,The mixture model might be overfitting because some mixture weights are estimated close to zero
53,0.012,Ryan2013_est,The mixture model might be overfitting because some mixture weights are estimated close to zero
54,0.019,Ryan2013_est,The mixture model might be overfitting because some mixture weights are estimated close to zero
55,0.018,Ryan2013_est,The mixture model might be overfitting because some mixture weights are estimated close to zero
56,0.025,Ryan2013_est,The mixture model might be overfitting because some mixture weights are estimated close to zero
57,0.004,Ryan2013_est,The mixture model might be overfitting because some mixture weights are estimated close to zero
58,0.01,Ryan2013_est,The mixture model might be overfitting because some mixture weights are estimated close to zero
59,0.011,Ryan2013_est,The mixture model might be overfitting because some mixture weights are estimated close to zero
60,0.015,Ryan2013_est,The mixture model might be overfitting because some mixture weights are estimated close to zero
1,0,Simion2017_subsampled,No Warning
2,0.02,Simion2017_subsampled,No Warning
3,0.036,Simion2017_subsampled,No Warning
4,0.035,Simion2017_subsampled,No Warning
5,0.01,Simion2017_subsampled,No Warning
6,0.012,Simion2017_subsampled,No Warning
7,0.006,Simion2017_subsampled,No Warning
8,0.01,Simion2017_subsampled,No Warning
9,0.012,Simion2017_subsampled,No Warning
10,0,Simion2017_subsampled,No Warning
11,0.005,Simion2017_subsampled,No Warning
12,0.047,Simion2017_subsampled,No Warning
13,0.008,Simion2017_subsampled,No Warning
14,0.019,Simion2017_subsampled,No Warning
15,0.017,Simion2017_subsampled,No Warning
16,0.002,Simion2017_subsampled,No Warning
17,0.008,Simion2017_subsampled,No Warning
18,0.005,Simion2017_subsampled,No Warning
19,0.032,Simion2017_subsampled,No Warning
20,0.02,Simion2017_subsampled,No Warning
21,0.016,Simion2017_subsampled,No Warning
22,0.007,Simion2017_subsampled,No Warning
23,0.011,Simion2017_subsampled,No Warning
24,0.014,Simion2017_subsampled,No Warning
25,0.016,Simion2017_subsampled,No Warning
26,0.029,Simion2017_subsampled,No Warning
27,0.005,Simion2017_subsampled,No Warning
28,0.026,Simion2017_subsampled,No Warning
29,0.015,Simion2017_subsampled,No Warning
30,0.016,Simion2017_subsampled,No Warning
31,0.014,Simion2017_subsampled,No Warning
32,0.019,Simion2017_subsampled,No Warning
33,0.016,Simion2017_subsampled,No Warning
34,0.006,Simion2017_subsampled,No Warning
35,0.058,Simion2017_subsampled,No Warning
36,0.035,Simion2017_subsampled,No Warning
37,0.039,Simion2017_subsampled,No Warning
38,0.024,Simion2017_subsampled,No Warning
39,0.01,Simion2017_subsampled,No Warning
40,0.012,Simion2017_subsampled,No Warning
41,0.028,Simion2017_subsampled,No Warning
42,0.012,Simion2017_subsampled,No Warning
43,0.008,Simion2017_subsampled,No Warning
44,0.052,Simion2017_subsampled,No Warning
45,0.005,Simion2017_subsampled,No Warning
46,0.005,Simion2017_subsampled,No Warning
47,0.016,Simion2017_subsampled,No Warning
48,0.007,Simion2017_subsampled,No Warning
49,0.017,Simion2017_subsampled,No Warning
50,0.003,Simion2017_subsampled,No Warning
51,0.033,Simion2017_subsampled,No Warning
52,0.008,Simion2017_subsampled,No Warning
53,0.012,Simion2017_subsampled,No Warning
54,0.017,Simion2017_subsampled,No Warning
55,0.008,Simion2017_subsampled,No Warning
56,0.028,Simion2017_subsampled,No Warning
57,0.003,Simion2017_subsampled,No Warning
58,0.005,Simion2017_subsampled,No Warning
59,0.01,Simion2017_subsampled,No Warning
60,0.03,Simion2017_subsampled,No Warning
1,0.014,Whelan2015_D1,No Warning
2,0.029,Whelan2015_D1,No Warning
3,0.023,Whelan2015_D1,No Warning
4,0.02,Whelan2015_D1,No Warning
5,0.019,Whelan2015_D1,No Warning
6,0.024,Whelan2015_D1,No Warning
7,0.013,Whelan2015_D1,No Warning
8,0.011,Whelan2015_D1,No Warning
9,0.008,Whelan2015_D1,No Warning
10,0.003,Whelan2015_D1,No Warning
11,0.016,Whelan2015_D1,No Warning
