ncbi_tax_id
34765
7460
7070
32264
7029
13037
6239
7227
6945
8364
31032
69293
9606
7897
9031
28377
51511
126957
35525
7668
283909
10224
225164
7739
50426
6279
13249
30195
51511
7739
9606
31032
69293
28377
9031
7897
7668
13037
32264
6945
7029
225164
13249
7227
7070
7460
30195
283909
126957
6279
6239
35525
8364
50426
10224
34765
30301
7739
283909
7719
29159
6669
6412
9606
1934733
6945
106881
7425
6645
46514
121225
7757
10224
126957
7668
115339
488521
6500
31199
7594
6526
6941
7739
283909
6848
6759
187807
6221
256131
58794
34590
7719
6565
35525
7227
6161
6210
488522
488523
6613
139456
9031
279730
9606
232323
35632
282301
29158
1468194
672013
6359
37621
63121
245088
10224
79327
29022
190581
7668
34513
216211
6334
6431
242395
46003
115339
488521
6500
31199
7594
6526
6941
10195
7739
10212
283909
6848
6759
187807
6221
256131
58794
6379
7719
52062
536236
6565
67896
6669
168635
7227
6161
6210
488522
172519
488523
6613
139456
366393
9031
338297
279730
7729
6412
9606
232323
225164
35632
282301
84115
29158
447489
172109
66402
1071257
1468194
43123
43122
96448
672013
6359
37621
63121
245088
10224
79327
29022
52888
190581
7668
69817
84072
6204
34513
216211
6334
488524
6431
242395
46003
29159
225164
283909
7227
6945
7739
6669
9606
7668
6500
7719
10224
488521
6500
7739
283909
7719
29159
7955
6669
6613
6412
6945
30286
7425
43123
121226
7757
10224
29022
7668
6386
242395
7739
283909
7719
7955
30286
7757
10224
6500
29159
6669
6412
6945
7425
6386
488521
6500
7739
283909
7719
29159
7955
6669
6613
6412
6945
30286
7425
43123
121226
7757
10224
29022
7668
6386
242395
488521
6500
7739
283909
51511
29159
7955
6669
488523
6613
6412
6945
30286
7425
43123
121225
7757
10224
29022
7668
6386
242395
7594
7668
283909
7739
6412
225164
10224
7227
488521
6669
7757
7719
6565
79327
6221
7729
6613
6941
504439
84072
9031
84115
34513
488523
46003
536236
1468194
172109
488522
63121
242395
6500
7739
283909
29159
6669
6412
9606
6945
10224
7668
7070
225164
7227
672921
7552
6669
9606
7668
7757
763142
283909
7955
10224
37621
225164
7227
672921
7552
6669
9606
7668
7757
763142
283909
7955
10224
37621
225164
7227
672921
7552
6669
9606
7668
7757
763142
283909
7955
10224
37621
7227
6669
9606
7668
763142
283909
7227
6669
9606
7668
763142
283909
